Movie_Description,Action,Sci-Fi,Comedy,Crime,Western,Family,Drama,Horror,Romance,Thriller,Adventure
A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,0,0,0,0,0,0,1,0,1,0,0
"A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",0,0,0,0,0,0,1,0,1,0,0
"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970's.",0,0,0,0,0,0,1,0,0,0,0
"The life of Cuban poet and novelist, Reinaldo Arenas.",0,0,0,0,0,0,1,0,1,0,0
"Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a jail sentence in prison. His book, ""From the Inside"", upon which the film is based, was a best-seller.",0,0,0,1,0,0,1,0,0,0,0
"Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",0,0,0,0,0,0,1,0,0,1,0
"A biographical story of former U.S. President Richard Nixon, from his days as a young boy, to his eventual Presidency, which ended in shame.",0,0,0,0,0,0,1,0,0,0,0
"After crash-landing in the snowswept Andes, a Uruguayan rugby team have no choice but to turn to desperate measures in order to survive.",0,0,0,0,0,0,1,0,0,1,0
"In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.",0,0,0,0,0,0,1,0,1,0,0
"Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.",0,0,0,0,0,0,1,0,0,0,0
Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,0,0,0,1,0,0,1,0,0,0,0
"The story of psychologist William Moulton Marston, and his polyamorous relationship with his wife and their mistress who would inspire his creation of the superheroine, Wonder Woman.",0,0,0,0,0,0,1,0,0,0,0
"The story of Richard and Mildred Loving, a couple whose arrest for interracial marriage in 1960s Virginia began a legal battle that would end with the Supreme Court's historic 1967 decision.",0,0,0,0,0,0,1,0,1,0,0
"A young woman's desperate search for her abducted boyfriend draws her into the infamous Colonia Dignidad, a sect nobody has ever escaped from.",0,0,0,0,0,0,1,0,0,0,0
An aging rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,0,0,1,0,0,0,1,0,0,0,0
"Keepers of the Warsaw Zoo, Antonina and Jan Zabinski, must save hundreds of people and animals during the Nazi invasion in WWII Poland.",0,0,0,0,0,0,1,0,0,0,0
A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.,0,0,0,0,0,0,1,0,0,0,0
Teenage surfer Bethany Hamilton overcomes the odds and her own fears of returning to the water after losing her left arm in a shark attack.,0,0,0,0,0,1,1,0,0,0,0
"Set during the Cold War, American chess prodigy Bobby Fischer finds himself caught between two superpowers and his own struggles as he challenges the Soviet Empire.",0,0,0,0,0,0,1,0,0,0,0
"The true story of Danny Greene, a tough Irish thug working for mobsters in Cleveland during the 1970's.",0,0,0,1,0,0,1,0,0,0,0
A U.S. Customs official uncovers a money laundering scheme involving Colombian drug lord Pablo Escobar.,0,0,0,1,0,0,1,0,0,0,0
A chronicle of the tempestuous six-year romance between megastar singer Liberace and his young lover Scott Thorson.,0,0,0,0,0,0,1,0,0,0,0
Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,0,0,0,0,0,0,1,0,1,0,0
"A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",0,0,0,1,0,0,1,0,0,0,0
"U.S. Olympic wrestling champions and brothers Mark Schultz and Dave Schultz join ""Team Foxcatcher"", led by eccentric multi-millionaire John du Pont, as they train for the 1988 Olympic Games in Seoul, South Korea, but John's self-destructive behavior threatens to consume them all.",0,0,0,0,0,0,1,0,0,0,0
"Duped and sold to a brothel, a young woman fearlessly reclaims her power, using underworld connections to preside over the world she was once a pawn in.",0,0,0,1,0,0,1,0,0,0,0
"The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness, and success.",0,0,0,0,0,0,1,0,1,0,0
"A drama based on a Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets have some unforeseen and long-reaching effects.",0,0,1,0,0,0,1,0,0,0,0
"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976.",0,0,0,0,0,0,1,0,0,0,0
"Teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together.",0,0,0,1,0,0,1,0,0,0,0
"In the late 1980s, a low level gangster named Jackie DiNorscio defends himself in court in what became the longest criminal trial in American judicial history.",0,0,1,1,0,0,0,0,0,0,0
"A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home.",0,0,0,0,0,0,1,0,0,0,0
A biographical portrait of a pre-fame Jane Austen and her romance with a young Irishman.,0,0,0,0,0,0,1,0,1,0,0
"FBI upstart Eric O'Neill enters into a power game with his boss, Robert Hanssen, an agent who was put on trial for selling secrets to the Soviet Union.",0,0,0,1,0,0,1,0,0,0,0
"The story of the assassination of U.S. Senator Robert F. Kennedy, who was shot in the early morning hours of June 5, 1968 in the Ambassador Hotel in Los Angeles, California, and twenty-two people in the hotel, whose lives were never the same.",0,0,0,0,0,0,1,0,0,0,0
"An adaptation of the cult memoir of game show impresario Chuck Barris (Sam Rockwell), in which he purports to have been a C.I.A. hitman.",0,0,1,1,0,0,0,0,0,0,0
"A film about the life and career of the American painter, Jackson Pollock.",0,0,0,0,0,0,1,0,0,0,0
"From childhood to adulthood, Tibet's fourteenth Dalai Lama deals with Chinese oppression and other problems.",0,0,0,0,0,0,1,0,0,0,0
"Arriving in Chicago, Henry moves in with ex-con acquaintance Otis and starts schooling him in the ways of the serial killer.",0,0,0,1,0,0,1,0,0,0,0
"The story of Dian Fossey, a scientist who came to Africa to study the vanishing mountain gorillas, and later fought to protect them.",0,0,0,0,0,0,1,0,0,0,0
"The relationship between Sid Vicious, bassist for British punk group Sex Pistols, and his girlfriend Nancy Spungen is portrayed.",0,0,0,0,0,0,1,0,0,0,0
Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.,0,0,0,0,0,0,1,0,0,0,0
The son of a Baptist preacher unwillingly participates in a church-supported gay conversion program after being forcibly outed to his parents.,0,0,0,0,0,0,1,0,0,0,0
"A look at the life of painter Vincent van Gogh during the time he lived in Arles and Auvers-sur-Oise, France.",0,0,0,0,0,0,1,0,0,0,0
The story of the 1980 tennis rivalry between the placid Björn Borg and the volatile John McEnroe.,0,0,0,0,0,0,1,0,0,0,0
"Stronger is the inspiring real life story of Jeff Bauman, an ordinary man who captured the hearts of his city and the world to become a symbol of hope after surviving the 2013 Boston Marathon bombing.",0,0,0,0,0,0,1,0,0,0,0
Identical twin gangsters Ronald and Reginald Kray terrorize London during the 1960s.,0,0,0,1,0,0,1,0,0,0,0
The untold true story of the legendary detectives who brought down Bonnie and Clyde.,0,0,0,1,0,0,1,0,0,0,0
"Colin Clark, an employee of Sir Laurence Olivier, documents the tense interaction between Olivier and Marilyn Monroe during the production of The Prince and the Showgirl (1957).",0,0,0,0,0,0,1,0,0,0,0
"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",0,0,0,1,0,0,1,0,0,0,0
"Journalist Gary Webb, California 1996, started investigating CIA's role in the 1980s in getting crack cocaine to the black part of LA to get money and weapons to the Contras/freedom fighters in Nicaragua.",0,0,0,1,0,0,1,0,0,0,0
"A chronicle of the life of 18th-century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",0,0,0,0,0,0,1,0,0,0,0
The three-year romance between 19th-century poet John Keats and Fanny Brawne near the end of his life.,0,0,0,0,0,0,1,0,1,0,0
"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.",0,0,1,0,0,0,1,0,0,0,0
"Painter Francisco Goya faces a scandal involving his muse, who is labeled a heretic by a monk.",0,0,0,0,0,0,1,0,0,0,0
"Johnny and his pals kidnap Jake's 15-year-old brother Zach, then assign his buddy Frankie to be Zach's minder. They develop a brotherly friendship. Zach parties with his captors as things begin to spin out of control.",0,0,0,1,0,0,1,0,0,0,0
"Based on real life events, Assassination is set in 1974 and centers on a businessman who decides to take extreme measures to achieve his American dream.",0,0,0,1,0,0,1,0,0,0,0
A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.,0,0,0,0,0,0,1,0,1,0,0
The story of a high school coach and the developmentally challenged man who he took under his wing.,0,0,0,0,0,0,1,0,0,0,0
"A pack of naïve teenagers conspire to murder a mutual friend, whose aggressive demeanor has proved too much.",0,0,0,1,0,0,1,0,0,0,0
"The autobiographical story of Howard Stern, the radio rebel who is now also a TV personality, an author and a movie star.",0,0,1,0,0,0,1,0,0,0,0
Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.,0,0,0,0,0,0,1,0,0,0,0
Legendary performer Judy Garland arrives in London in the winter of 1968 to perform a series of sold-out concerts.,0,0,0,0,0,0,1,0,1,0,0
"A British diplomat travels to Munich in the run-up to World War II, where a former classmate of his from Oxford is also en route, but is working for the German government.",0,0,0,0,0,0,1,0,0,0,0
A group of women take on Fox News head Roger Ailes and the toxic atmosphere he presided over at the network.,0,0,0,0,0,0,1,0,0,0,0
"On the rocky path to sobriety after a life-changing accident, John Callahan discovers the healing power of art, willing his injured hands into drawing hilarious, often controversial cartoons, which bring him a new lease on life.",0,0,1,0,0,0,1,0,0,0,0
Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,0,0,0,0,0,0,1,0,0,0,0
The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom.,0,0,0,1,0,0,1,0,0,0,0
"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice.",0,0,1,0,0,0,1,0,0,0,0
"The formative years of the orphaned author J.R.R. Tolkien as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school.",0,0,0,0,0,0,1,0,1,0,0
"An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner's life.",0,0,0,0,0,0,1,0,0,0,0
"Based on the real-life event, when a gold and copper mine collapses, it traps 33 miners underground for 69 days.",0,0,0,0,0,0,1,0,0,0,0
The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons.,0,0,0,0,0,0,1,0,0,0,0
